name,battery,camera,display,processor,memory,warranty,reviews,price,price_range,rating,rating_category
"Realme C2 (Diamond Blue, 16 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,67674,6499,Low Range,4.4,High Rating
"Realme C2 (Diamond Black, 16 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,67674,6499,Low Range,4.4,High Rating
"OPPO A12 (Black, 32 GB)",4230 mAh Battery,13MP + 2MP | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MediaTek Helio P35 (MT6765V/CB) Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,994,9990,Low Range,4.3,High Rating
"OPPO A12 (Black, 64 GB)",4230 mAh Battery,13MP + 2MP | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MediaTek Helio P35 (MT6765V/CB) Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,77,11490,Low Mid Range,4.3,High Rating
"Realme C2 (Diamond Blue, 32 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,10091,7499,Low Range,4.4,High Rating
"Realme C2 (Diamond Black, 32 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,10091,7499,Low Range,4.4,High Rating
"Realme C2 (Diamond Black, 32 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,67674,6999,Low Range,4.4,High Rating
"Realme C2 (Diamond Sapphire, 32 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,10091,7499,Low Range,4.4,High Rating
"Realme C2 (Diamond Ruby, 32 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,10091,7499,Low Range,4.4,High Rating
"Realme C2 (Diamond Blue, 32 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,67674,6999,Low Range,4.4,High Rating
"Lava Z71 (Ruby Red, 32 GB)",3200 mAh Li-Po Battery,13MP + 2MP | 5MP Front Camera,14.5 cm (5.71 inch) Display,Helio P22 Processor,2 GB RAM | 32 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10,6299,Low Range,3.8,High Rating
"Redmi 8A Dual (Sea Blue, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439 octa core processor Processor,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,310,8299,Low Range,4.2,High Rating
"Redmi 8A Dual (Midnight Grey, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439 octa core processor Processor,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,310,8400,Low Range,4.2,High Rating
"Redmi 8A Dual (Sea Blue, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439 octa core processor Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,170,7499,Low Range,4.2,High Rating
"Redmi 8A Dual (Sky White, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439 octa core processor Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,170,8999,Low Range,4.2,High Rating
"Redmi 8A Dual (Midnight Grey, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439 octa core processor Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,170,7990,Low Range,4.2,High Rating
"Redmi 8A Dual (Sky White, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439 octa core processor Processor,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,310,8345,Low Range,4.2,High Rating
"Redmi 8A Dual (Midnight Grey, 64 GB)",5000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439  Processor,3 GB RAM | 64 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,170,9899,Low Range,4.2,High Rating
"OPPO A5s (Black, 32 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MTK MT6765 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,768,7990,Low Range,4.3,High Rating
"Redmi 8A Dual (Sea Blue, 64 GB)",5000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439  Processor,3 GB RAM | 64 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,170,9899,Low Range,4.2,High Rating
"Redmi 8A Dual (Sky White, 64 GB)",5000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439  Processor,3 GB RAM | 64 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,170,9390,Low Range,4.2,High Rating
"Realme 2 (Diamond Red, 32 GB)",4230 mAh Li-ion Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,49953,8979,Low Range,4.5,High Rating
"Samsung Galaxy A10s (Blue, 32 GB)",4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MediaTek MT6762 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,111,11000,Low Mid Range,4.3,High Rating
"Vivo Y93 (Nebula Purple, 32 GB)",4030 mAh Li-ion Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MediaTek Helio P22 Processor,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,285,12990,Low Mid Range,4.4,High Rating
"Moto E6s (Polished Graphite, 64 GB)",3000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek Helio P22 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,6383,7999,Low Range,4.1,High Rating
"Samsung Galaxy A10s (Green, 32 GB)",4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MediaTek MT6762 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,165,8980,Low Range,4.3,High Rating
"OPPO A5s (Blue, 64 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MTK MT6765 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,588,9990,Low Range,4.3,High Rating
"Asus ZenFone Max M2 (Blue, 32 GB)",4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,Qualcomm Snapdragon 632 Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12649,7999,Low Range,4.3,High Rating
"Nokia 4.2 (Black, 32 GB)",3000 mAh Battery,13MP + 2MP | 8MP Front Camera,14.5 cm (5.71 inch) HD+ Display,Qualcomm Snapdragon 439 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 400 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories Excluding Battery,152,12990,Low Mid Range,4.1,High Rating
"OPPO A3s (Purple, 32 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,Qualcomm Snapdragon 450 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1991,8990,Low Range,4.3,High Rating
"Asus ZenFone Max M2 (Silver, 32 GB)",4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,Qualcomm Snapdragon 632 Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12649,7999,Low Range,4.3,High Rating
"OPPO A3s (Red, 64 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,Qualcomm Snapdragon 450 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1342,10599,Low Mid Range,4.3,High Rating
"Vivo Y11 (Agate Red, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,SDM439 Processor,3 GB RAM | 32 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,405,9890,Low Range,4.4,High Rating
"OPPO A5s (Black, 32 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MTK MT6765 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,336,9490,Low Range,4.3,High Rating
"Samsung Galaxy A10s (Blue, 32 GB)",4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MediaTek MT6762 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,165,8980,Low Range,4.3,High Rating
"Samsung Galaxy A10s (Black, 32 GB)",4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MediaTek MT6762 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,165,8980,Low Range,4.3,High Rating
"OPPO A5s (Blue, 32 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MTK MT6765 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,336,13750,Low Mid Range,4.3,High Rating
"Vivo Y11 (Mineral Blue, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,SDM439 Processor,3 GB RAM | 32 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,405,9890,Low Range,4.4,High Rating
"OPPO A5s (Gold, 64 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MTK MT6765 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,588,9990,Low Range,4.3,High Rating
"OPPO A5s (Green, 64 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MTK MT6765 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,588,9990,Low Range,4.3,High Rating
"Samsung Galaxy A10s (Green, 32 GB)",4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MediaTek MT6762 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,111,11000,Low Mid Range,4.3,High Rating
"Redmi 8A Dual (Sea Blue, 64 GB)",5000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439  Processor,3 GB RAM | 64 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,170,9899,Low Range,4.2,High Rating
"Gionee F10 (Blue, 32 GB)",3550 mAh Li Polymer Battery,13MP + 2MP | 8MP Front Camera,15.47 cm (6.09 inch) HD+ Display,Octa Core Processor Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile,66,6999,Low Range,4.2,High Rating
"OPPO A3s (Purple, 16 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,Qualcomm Snapdragon 450 Processor,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2389,7490,Low Range,4.4,High Rating
"Asus ZenFone Max M2 (Blue, 64 GB)",4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,Qualcomm Snapdragon 632 Octa Core Processor,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2577,8999,Low Range,4.3,High Rating
"Asus ZenFone Max M2 (Black, 32 GB)",4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,Qualcomm Snapdragon 632 Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12649,7999,Low Range,4.3,High Rating
"Gionee F10 (Black, 32 GB)",3550 mAh Li Polymer Battery,13MP + 2MP | 8MP Front Camera,15.47 cm (6.09 inch) HD+ Display,Spreadtrum Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile,66,6999,Low Range,4.2,High Rating
"Asus ZenFone Max M2 (Black, 32 GB)",4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,Qualcomm Snapdragon 632 Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12649,7999,Low Range,4.3,High Rating
"OPPO A5s (Black, 64 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MTK MT6765 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,588,9990,Low Range,4.3,High Rating
"Moto One (Black, 64 GB)",3000 mAh Battery,13MP + 2MP | 8MP Front Camera,14.99 cm (5.9 inch) HD+ Display,Qualcomm Snapdragon 625 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,56,14999,Low Mid Range,4.1,High Rating
"Moto E6s (Caribbean Blue, 64 GB)",3000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek Helio P22 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,6383,7999,Low Range,4.1,High Rating
"Moto E6s (Rich Cranberry, 64 GB)",3000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek Helio P22 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,6383,7999,Low Range,4.1,High Rating
"Moto One (White, 64 GB)",3000 mAh Battery,13MP + 2MP | 8MP Front Camera,14.99 cm (5.9 inch) HD+ Display,Qualcomm Snapdragon 625 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,56,14999,Low Mid Range,4.1,High Rating
"Vivo Y93 (Nebula Purple, 64 GB)",4030 mAh Li-ion Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MediaTek Helio P22 Processor,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,714,12490,Low Mid Range,4.4,High Rating
"Lava Z93 (Charcoal Blue, 32 GB)",3500 mAh Li-Po Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) Display,Helio P22 Processor,3 GB RAM | 32 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12,8499,Low Range,4.2,High Rating
"Motorola One Macro (Space Blue, 64 GB)",4000 mAh Battery,13MP + 2MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MediaTek Helio P70 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Dedicated Macro Camera,2151,9999,Low Range,4.2,High Rating
"Vivo Y15 (Aqua Blue, 64 GB)",5000 mAh Battery,13MP + 2MP + 8MP | 16MP Front Camera,16.13 cm (6.35 inch) HD+ Display,MediaTek Helio P22 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1714,12990,Low Mid Range,4.4,High Rating
"Vivo Y15 (Burgundy Red, 64 GB)",5000 mAh Battery,13MP + 2MP + 8MP | 16MP Front Camera,16.13 cm (6.35 inch) HD+ Display,MediaTek Helio P22 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1714,12990,Low Mid Range,4.4,High Rating
"Vivo Y12 (Burgundy Red, 64 GB)",5000 mAh Battery,13MP + 2MP + 8MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,MediaTek Helio P22 Processor,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1210,10990,Low Mid Range,4.4,High Rating
"Vivo Y12 (Aqua Blue, 64 GB)",5000 mAh Battery,13MP + 2MP + 8MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,MediaTek Helio P22 Processor,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1210,10990,Low Mid Range,4.4,High Rating
"Infinix Hot 8 (Quetzal Cyan, 64 GB)",5000 mAh Li-ion Polymer Battery,13MP + 2MP + Low Light Sensor | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Helio P22 (MTK6762) Processor,4 GB RAM | 64 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,35099,8499,Low Range,4.5,High Rating
"Infinix Hot 8 (Cosmic Purple, 64 GB)",5000 mAh Li-ion Polymer Battery,13MP + 2MP + Low Light Sensor | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Helio P22 (MTK6762) Processor,4 GB RAM | 64 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,35099,8499,Low Range,4.5,High Rating
"Infinix Hot 8 (Shark Grey, 64 GB)",5000 mAh Li-ion Polymer Battery,13MP + 2MP + Low Light Sensor | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Helio P22 (MTK6762) Processor,4 GB RAM | 64 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,35099,8499,Low Range,4.5,High Rating
"Infinix S4 (Twilight Purple, 32 GB)",4000 mAh Battery,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor | 32MP Front Camera,15.77 cm (6.21 inch) HD+ Display,2.0 GHz Helio P22 64-bit Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3923,9599,Low Range,4.2,High Rating
"Infinix S4 (Space Gray, 32 GB)",4000 mAh Battery,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor | 32MP Front Camera,15.77 cm (6.21 inch) HD+ Display,2.0 GHz Helio P22 64-bit Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3923,9599,Low Range,4.2,High Rating
"Infinix S4 (Nebula Blue, 32 GB)",4000 mAh Battery,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor | 32MP Front Camera,15.77 cm (6.21 inch) HD+ Display,2.0 GHz Helio P22 64-bit Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3923,9599,Low Range,4.2,High Rating
"Lenovo K9 (Black, 32 GB)",3000 mAh Battery,13MP + 5MP | 13MP + 5MP Dual Front Camera,14.48 cm (5.7 inch) HD+ Display,MediaTek P22 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1830,6499,Low Range,4.1,High Rating
"Lava Z66 (Marine Blue, 32 GB)",3950 mAh Lithium Polymer Battery,13MP + 5MP | 13MP Front Camera,15.44 cm (6.08 inch) HD+ Display,Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,1 Year Handset Warranty and 6 Months Warranty on Accessories,36,7777,Low Range,4.4,High Rating
"Lava Z66 (Berry Red, 32 GB)",3950 mAh Lithium Polymer Battery,13MP + 5MP | 13MP Front Camera,15.44 cm (6.08 inch) HD+ Display,Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,1 Year Handset Warranty and 6 Months Warranty on Accessories,36,7777,Low Range,4.4,High Rating
"XOLO ZX (Electric Blue, 128 GB)",3260 mAh Li-Polymer Battery Battery,13MP + 5MP | 16MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MTK Helio P22 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"AI Powered Battery with 1.5 Day Backup, Smart AI Gaming Mode",16,11199,Low Mid Range,4.2,High Rating
"XOLO ZX (Midnight Blue, 64 GB)",3260 mAh Li-Polymer Battery Battery,13MP + 5MP | 16MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MTK Helio P22 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"AI Powered Battery with 1.5 Day Backup, Smart AI Gaming Mode",13,9199,Low Range,4,High Rating
"Gionee A1 Plus (Black, 64 GB)",4550 mAh Battery,13MP + 5MP | 20MP Front Camera,15.24 cm (6 inch) Full HD Display,Helio P25 MT 6757CD Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,710,16499,Low Mid Range,4.1,High Rating
"Gionee A1 Plus (Mocha Gold, 64 GB)",4550 mAh Battery,13MP + 5MP | 20MP Front Camera,15.24 cm (6 inch) Full HD Display,Helio P25 MT 6757CD Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,710,10499,Low Mid Range,4.1,High Rating
"Asus Zenfone Max Pro M1 (Blue, 64 GB)",5000 mAh Battery,13MP + 5MP | 8MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,Qualcomm Snapdragon 636 Octa Core Processor,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,37210,8999,Low Range,4.3,High Rating
"Asus Zenfone Max Pro M1 (Black, 64 GB)",5000 mAh Battery,13MP + 5MP | 8MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,Qualcomm Snapdragon 636 Octa Core Processor,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,37210,8999,Low Range,4.3,High Rating
"Asus Zenfone Max Pro M1 (Grey, 32 GB)",5000 mAh Battery,13MP + 5MP | 8MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,Qualcomm Snapdragon 636 Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,36248,7999,Low Range,4.3,High Rating
"Samsung Galaxy J7 Duo (Blue, 32 GB)",3000 mAh Battery,13MP + 5MP | 8MP Front Camera,13.97 cm (5.5 inch) HD Display,Exynos 7884 Processor,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,343,10999,Low Mid Range,4.3,High Rating
"Samsung Galaxy M11 (Black, 64 GB)",5000 mAh Lithium-ion Battery,13MP + 5MP + 2MP | 8MP Front Camera,16.26 cm (6.4 inch) HD+ Display,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,251,13859,Low Mid Range,4.2,High Rating
"Samsung Galaxy M11 (Violet, 64 GB)",5000 mAh Lithium-ion Battery,13MP + 5MP + 2MP | 8MP Front Camera,16.26 cm (6.4 inch) HD+ Display,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,251,13984,Low Mid Range,4.2,High Rating
